Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub-Location,Facility Type,Agency,Latitude,Longitude
0,KAMAGEK,0,RIFT VALLEY,TRANS MARA,KIRINDONI,MURKAN,MOGONDO,4,MOH,-1.024171,35.015118
0,KAPSASIAN DISP,0,RIFT VALLEY,TRANS MARA,KIRINDONI,EMARTI,KAPSASIAN,4,MOH,-0.968076,35.129671
10,KAPWERIA DISP,0,RIFT VALLEY,TRANS MARA,PIRRAR,OLOLMASANI,ABOSSI,4,MOH,-0.935549,35.075519
11,KARDA DISP,4288,RIFT VALLEY,TRANS MARA,KEIYAN,ISAMPIN,ELANGATA SAEN,4,MISS,-1.020665,34.749775
12,KAWAI DISP,0,RIFT VALLEY,TRANS MARA,LOLGORIAN,OLORIEN,OLOLMONGI,4,MISS,-1.25377,34.9482
13,KERINKANI DISP,0,RIFT VALLEY,TRANS MARA,LOLGORIAN,OLORIEN,KERINKANNE,4,MISS,-1.3089,34.8678
14,KERINKANI DISP,0,RIFT VALLEY,TRANS MARA,LOLGORIAN,OLORIEN,KERINKANNE,4,MOH,-1.33878,34.8527
15,KILGORIS DISP,0,RIFT VALLEY,TRANS MARA,KILGORIS,OLOLCHANI,KILGORIS,4,MISS,-1.00495,34.88108
18,KIMENDET DISP,0,RIFT VALLEY,TRANS MARA,KIRINDONI,KIMINTET,OLOOLOLO,4,MISS,-1.21865,35.0295
20,KIRINDONI DISP,0,RIFT VALLEY,TRANS MARA,KIRINDONI,KIMINTET,KIRINDONI,4,MOH,-1.10379,35.066
21,KIRINTON DISP,0,RIFT VALLEY,TRANS MARA,KILGORIS,OLALUI,OLALUI,4,MISS,-1.021748,34.878338
0,KURONGURIK DISP,0,RIFT VALLEY,TRANS MARA,KIRINDONI,MURKAN,MOGONDO,4,MOH,-1.00781,35.066551
26,MEGUARA DISP,0,RIFT VALLEY,TRANS MARA,PIRRAR,SIRUA AULO,SIRUA AULO,4,MISS,-0.919312,34.982
25,MEGUARA DISP-ROMOSHA,0,RIFT VALLEY,TRANS MARA,PIRRAR,MEGWARA,ROMOSHA,4,MOH,-0.914285,34.958038
29,NGANAIYO DISP,0,RIFT VALLEY,TRANS MARA,KILGORIS,OLOMISMIS,OLOMISMIS,4,MOH,-1.039574,34.920893
32,NKARARO SDA DISP,1813,RIFT VALLEY,TRANS MARA,KEIYAN,NKARARO,NKARARO,4,MISS,-1.08371,34.7438
34,OGWEDHI SIKAWA DISP,4287,RIFT VALLEY,TRANS MARA,KEIYAN,SIKAWA,SIKAWA,4,MISS,-1.038377,34.597667
35,OLDONYO OROK DISP,0,RIFT VALLEY,TRANS MARA,LOLGORIAN,OLDONYO OROK,OLDONYO OROKTM,4,MISS,-1.31955,34.792
36,OLEREKO DISP,1817,RIFT VALLEY,TRANS MARA,KILGORIS,SHANKOE,OLEREKO,4,MISS,-0.967116,34.763304
0,CHEPNGOROR DISP,0,RIFT VALLEY,UASIN GISHU,AINABKOI,,,4,MOH,0.00E+00,0.00E+00
0,OSUPUKO DISP,0,RIFT VALLEY,TRANS MARA,KILGORIS,OSUPUKO,OSUPUKO,4,MOH,-0.939,34.893
38,POROKO DISP,0,RIFT VALLEY,TRANS MARA,KILGORIS,POROKO,NAKUYIANA,4,MISS,-0.96329,34.8811
40,PUSANGI DISP,0,RIFT VALLEY,TRANS MARA,KIRINDONI,KIMINTET,KIRINDONI,4,MISS,-1.14451,35.0838
41,SHANKOE DISP,0,RIFT VALLEY,TRANS MARA,KILGORIS,SHANKOE,OLEREKO,4,MOH,-0.958372,34.7549
42,SIKAWA DISP,0,RIFT VALLEY,TRANS MARA,KEIYAN,SIKAWA,SIKAWA,4,MISS,-1.063948,34.631923
43,SITOKA DISP,0,RIFT VALLEY,TRANS MARA,KIRINDONI,ESOIT NAIBOR,SITOKA,4,MISS,-1.14616,34.9553
4,BWAKE FRIENDS DISP,1839,RIFT VALLEY,TRANS-NZOIA,KAPLAMAI,MOTOSIET,MOTOSIET,4,MISS,0.97522,35.16576
5,CHEPCHOINA DISP,1840,RIFT VALLEY,TRANS-NZOIA,ENDEBESS,CHEPCHOINA,KAPTEGA,4,MOH,1.21123,34.7512
6,CHEPSIRO DISP,2844,RIFT VALLEY,TRANS-NZOIA,CHERANGANY,CHEPSIRO,KAPSIGIRAI,4,MOH,0.99231,35.3321
7,CHERANGANY DISP,4415,RIFT VALLEY,TRANS-NZOIA,CHERANGANY,CHERANGANY,NZOIATNZOIA,4,MOH,0.97916,35.2181
9,CHURCH OF HEAVEN OF KENYA DISP,0,RIFT VALLEY,TRANS-NZOIA,CENTRAL,WAITALUK,KAPKOI SISAL,4,MISS,0.96,35.04
11,FGCK TRANS-NZOIA DISP,2408,RIFT VALLEY,TRANS-NZOIA,ENDEBESS,ENDEBESS,ENDEBESS,4,MISS,1.060633,34.895566
12,GITWAMBA DISP,3496,RIFT VALLEY,TRANS-NZOIA,SABOTI,SABOTI,SABOTI,4,MOH,0.94214,34.8212
97,GOSETA DISP,0,RIFT VALLEY,TRANS-NZOIA,CENTRAL,KIBOMET,BIDII,4,MOH,1.04,35.03
16,KAIBEI DISP,4413,RIFT VALLEY,TRANS-NZOIA,ENDEBESS,KAIBEI,MUBERE,4,MOH,1.11423,34.7721
23,KAISAGAT DISP,2403,RIFT VALLEY,TRANS-NZOIA,KWANZA,KAISAGAT,KAISAGAT,4,MOH,1.12,35.07
17,KAPKOI FRIENDS DISP,1844,RIFT VALLEY,TRANS-NZOIA,KWANZA,KAPOMBOI,KAPKOITNZOIA,4,MISS,1.205713,34.914956
18,KAPKOI DISP,3865,RIFT VALLEY,TRANS-NZOIA,KWANZA,KAPOMBOI,KAPKOITNZOIA,4,MOH,1.22635,34.918
20,KAPOMBOI DISP,2825,RIFT VALLEY,TRANS-NZOIA,KWANZA,KAPOMBOI,KAPOMBOI,4,MISS,1.135548,34.898232
104,KAPSITWET DISP,4438,RIFT VALLEY,TRANS-NZOIA,KWANZA,KWANZA,KAPSITWET,4,MOH,1.080684,34.96343
26,KINYORO FRIENDS DISP,1847,RIFT VALLEY,TRANS-NZOIA,SABOTI,KINYORO,KINYORO,4,MISS,0.989703,34.874055
29,KITALE PEFA DISP,2435,RIFT VALLEY,TRANS-NZOIA,CENTRAL,KIBOMET,BIDII,4,MISS,1.02031,35.006832
30,KOBOS DISP,3866,RIFT VALLEY,TRANS-NZOIA,KWANZA,KAPOMBOI,KOBOS,4,MOH,1.099,34.9263
32,KOLONGOLO MISSION DISP,1850,RIFT VALLEY,TRANS-NZOIA,KWANZA,KAPOMBOI,KOLONGOLO,4,MISS,1.218702,34.959343
34,MARIDADI DISP,3734,RIFT VALLEY,TRANS-NZOIA,KWANZA,KWANZA,KWANZA,4,MISS,1.13,35.01
36,MED MISSIONARIES OF MARY HEALTH DISP,2487,RIFT VALLEY,TRANS-NZOIA,CENTRAL,KIBOMET,MILIMANICENTRAL,4,MISS,1.002267,35.020856
38,MOTOSIETI DISP,1853,RIFT VALLEY,TRANS-NZOIA,KAPLAMAI,MOTOSIET,MOTOSIET,4,MOH,1.02411,35.1523
39,MT. ELGON DISP,1854,RIFT VALLEY,TRANS-NZOIA,ENDEBESS,ENDEBESS,CHORLIM,4,MOH,1.0522,34.8011
98,NATIONAL AGRICULTURAL RESEARCH CENTRE NARC,1842,RIFT VALLEY,TRANS-NZOIA,CENTRAL,KIBOMET,BIDII,4,LA,1.02031,35.006832
42,NEKEKI DISP,4412,RIFT VALLEY,TRANS-NZOIA,CENTRAL,KIBOMET,MILIMANICENTRAL,4,NGO,1.01576,35.0045
45,NZOIA DISP,1855,RIFT VALLEY,TRANS-NZOIA,CHERANGANY,CHERANGANY,NZOIATNZOIA,4,MOH,0.96241,35.1942
47,PCEA DISP SIBANGA,0,RIFT VALLEY,TRANS-NZOIA,KAPLAMAI,SITATUNGA,SITATUNGA,4,MISS,1.05,35.11
3,TOM MBOYA DISP,3864,RIFT VALLEY,TRANS-NZOIA,CENTRAL,MUNICIPALITY,BONDENITNZOIA,4,LA,1.02372,34.984
53,TOP STATION DISP,2473,RIFT VALLEY,TRANS-NZOIA,CENTRAL,MUNICIPALITY,BONDENITNZOIA,4,MOH,1.03224,34.9941
54,TULWET H C,0,RIFT VALLEY,TRANS-NZOIA,CENTRAL,WAITALUK,KAPKOI SISAL,4,MOH,0.92,35.01
15,WEONIA DISP,0,RIFT VALLEY,TRANS-NZOIA,KIMININI,KIMININI,NABISWA,4,MOH,0.88412,34.8521
54,WEYETA DISP,1864,RIFT VALLEY,TRANS-NZOIA,KAPLAMAI,SITATUNGA,SITATUNGA,4,MOH,1.078039,35.106851
3,AP KIBISHI DISP,3230,RIFT VALLEY,TURKANA,KIBISH,NAITA,NAITA,4,MOH,5.2123,35.6412
4,ELELEA DISP,2129,RIFT VALLEY,TURKANA,LOKORI,KATILIA,ELELEA,4,MOH,2.141,36.372
5,ELIYE DISP,0,RIFT VALLEY,TURKANA,KALOKOL,KANGATOTHA,ELIYE,4,MISS,3.24266,36.0402
6,ELIYE SPRINGS DISP,4299,RIFT VALLEY,TURKANA,KALOKOL,KANGATOTHA,ELIYE,4,MOH,3.24266,36.0402
8,ILLE SPRING DISP,2130,RIFT VALLEY,TURKANA,KALOKOL,KALOKOL,KALOKOL,4,MISS,3.428762,35.764154
9,JALUK DISP,0,RIFT VALLEY,TURKANA,KATILU,KATILU,LOKAPEL,4,MISS,2.36734,35.398
10,JULUK DISP,2131,RIFT VALLEY,TURKANA,CENTRAL,LODWAR TOWN,NAPETET,4,MISS,3.123601,35.596703
11,KAALENG DISP,382,RIFT VALLEY,TURKANA,KAALING,KAERIS,KAERIS,4,MOH,3.90231,35.38123
12,KABLO KORI DISP,2133,RIFT VALLEY,TURKANA,TURKWEL,LOMEYAN,KAPUS,4,MISS,3.125338,35.067456
13,KACHODA DISP,2134,RIFT VALLEY,TURKANA,LOKITAUNG,LOKITAUNG,KACHODA,4,MISS,4.309862,35.683389
14,KAERIS DISP,2135,RIFT VALLEY,TURKANA,KAALING,KAERIS,KANGAPUR,4,MOH,4.03175,35.5928
15,KAIKOR DISP,2136,RIFT VALLEY,TURKANA,KAALING,KAIKOR,LOITANIT,4,MOH,4.72124,35.34123
16,KAINUK DISP,3049,RIFT VALLEY,TURKANA,KAINUK,KAINUK,KAINUK,4,MOH,1.84694,35.6562
18,KALEMUNYANG DISP,2137,RIFT VALLEY,TURKANA,TURKWEL,LORUGUM,KALEMUNYANG,4,MISS,2.736433,35.344086
20,KALOBEYEI DISP,2138,RIFT VALLEY,TURKANA,OROPOI,KALOBEYEI,KALOBEYEI,4,MISS,3.81115,34.7288
22,KANAKURUDIO DISP,365,RIFT VALLEY,TURKANA,LOKITAUNG,KATABOI,KATIKO,4,MOH,3.82112,35.7124
23,KANGAGETEI DISP,4293,RIFT VALLEY,TURKANA,KERIO,LORENGELUP,KANGAGETEI,4,MISS,3.035235,35.822039
24,KANGARISSAE DISP,0,RIFT VALLEY,TURKANA,KERIO,KANGIRISAE,KANGIRISAE,4,MISS,2.66125,36.2814
25,KANGATOSSA DISP,2139,RIFT VALLEY,TURKANA,KALOKOL,KANGATOTHA,NAOROS,4,MOH,3.16336,36.1138
27,KAPELIBOK DSIPENSARY,2140,RIFT VALLEY,TURKANA,CENTRAL,LODWAR TOWN,NAPETET,4,MISS,3.12,35.6
30,KAPUTIR MSSION DISP,4298,RIFT VALLEY,TURKANA,KAINUK,KAPUTIR,NAKWAMORU,4,MISS,2.083326,35.472324
31,KATABOI DISP,2163,RIFT VALLEY,TURKANA,LOKITAUNG,KATABOI,LOMEKUI,4,MISS,3.90511,35.7514
32,KATARUK DISP,3051,RIFT VALLEY,TURKANA,TURKWEL,LORUGUM,TURKWEL,4,MISS,2.913437,35.410895
0,DELIVERANCE CHURCH DISP,0,RIFT VALLEY,UASIN GISHU,,,,4,MISS,0.00E+00,0.00E+00
34,KENGOLKERION DISP,2142,RIFT VALLEY,TURKANA,LOKITAUNG,LOKITAUNG,NAKALALELOKITAUNG,4,MISS,4.26268,35.739552
35,KERIO DISP,2143,RIFT VALLEY,TURKANA,KALOKOL,KANGATOTHA,ELIYE,4,MOH,3.10457,35.9915
40,KOYASA DISP,4000,RIFT VALLEY,TURKANA,KIBISH,NAITA,KOYASA,4,MOH,4.9912,35.5112
41,LETEA CATHOLIC DISP,2145,RIFT VALLEY,TURKANA,OROPOI,LORENG,LORENG,4,MISS,3.56138,34.8001
42,LOCHWA DISP,0,RIFT VALLEY,TURKANA,LOKICHAR,LOCHWANGAMATAK,NAPUSIMORU,4,MOH,2.63871,35.7197
43,LOCHWAANGAMATAK DISP,353,RIFT VALLEY,TURKANA,LOKICHAR,LOCHWANGAMATAK,LOCHWANGAMATAK,4,MOH,2.79122,35.64123
45,LOKANGAE DISP,0,RIFT VALLEY,TURKANA,KAKUMA,PELEKECH,NAMON,4,MISS,3.84179,34.9903
46,LOKIAMA DISP,0,RIFT VALLEY,TURKANA,LOIMA,LOKIRIAMA,LOKIRIAMA,4,MOH,2.73124,34.84123
48,LOKICHOGIO DISP,0,RIFT VALLEY,TURKANA,LOKICHOGGIO,LOKICHOGGIO,LOKICHOGGIO,4,MISS,4.189929,34.3078
51,LOKIRIAM DISP,3999,RIFT VALLEY,TURKANA,LOIMA,LOKIRIAMA,LOKIRIAMA,4,MOH,2.79123,34.88124
53,LOKORE DISP,433,RIFT VALLEY,TURKANA,KAKUMA,NAKALALE,NAKALALEKAKUMA,4,MISS,3.72872,35.1987
55,LOKUDULE DISP,0,RIFT VALLEY,TURKANA,KAKUMA,PELEKECH,NAMON,4,MISS,3.95486,34.8816
56,LOKUDULEE DISP,2153,RIFT VALLEY,TURKANA,KAKUMA,PELEKECH,NAMON,4,MOH,3.95486,34.8816
57,LOKWII DISP,2147,RIFT VALLEY,TURKANA,LOKORI,LOKORI,LOTUBAE,4,MOH,2.02338,36.3584
58,LOMELO DISP,0,RIFT VALLEY,TURKANA,LOMELO,LOMELO,LOMELO,4,MOH,1.43688,36.2472
60,LOPPIDING DISP,4294,RIFT VALLEY,TURKANA,LOKICHOGGIO,MOGILA,LOPIDING,4,MISS,4.175862,34.364047
61,LOPUR DISP,4297,RIFT VALLEY,TURKANA,KAKUMA,PELEKECH,NAMON,4,MISS,3.78752,34.9586
62,LOPUR DISP,2148,RIFT VALLEY,TURKANA,KAKUMA,PELEKECH,NAMON,4,MOH,3.78752,34.9586
63,LORENG DISP,0,RIFT VALLEY,TURKANA,OROPOI,LORENG,NAMUKIRIONOKI,4,MISS,3.53424,34.6189
64,LORENGIPPI DISP,2150,RIFT VALLEY,TURKANA,LOIMA,LOIMA,LOCHOR EDOME,4,MISS,2.78796,35.0039
65,LOROGON DISP,3319,RIFT VALLEY,TURKANA,KAINUK,KAPUTIR,LOROGON,4,MOH,1.93212,35.4121
67,LOWARENGAK DISP,2576,RIFT VALLEY,TURKANA,LOKITAUNG,RIOKOMORI,RIOKOMORI,4,MISS,4.06341,35.8103
68,LOYAPAT DISP,2151,RIFT VALLEY,TURKANA,KAINUK,KAINUK,LOYAPAT,4,MISS,1.909379,35.487085
69,LUKANGAI DISP,2152,RIFT VALLEY,TURKANA,KAKUMA,KAKUMA,MORUNGOLE,4,MISS,3.695045,34.845207
70,MACHEKWI DISPESARY,2155,RIFT VALLEY,TURKANA,KALOKOL,NAMUKUSE,NAMUKUSE,4,MOH,3.45123,35.9211
71,MAKUTANO DISP,4300,RIFT VALLEY,TURKANA,KAALING,KAERIS,KANUKURUDIO,4,MOH,3.66088,35.4116
73,NADAPAL DISP,3050,RIFT VALLEY,TURKANA,KAKUMA,KAKUMA,NADAPALKAKUMA,4,MISS,3.712745,34.850385
74,NAKALEI DISP,3055,RIFT VALLEY,TURKANA,LOKICHAR,KALAPATA,NAKALALEI,4,MISS,2.668189,35.943461
75,NAKURIO DISP,2156,RIFT VALLEY,TURKANA,KERIO,KERIO,NAKURIOKERIO,4,MISS,2.90104,36.1908
77,NAMAKUSE DISP,2158,RIFT VALLEY,TURKANA,KALOKOL,NAMUKUSE,NAMUKUSE,4,MOH,3.543094,35.919286
18,DOICESE OF ELDORET CPK,2993,RIFT VALLEY,UASIN GISHU,,,,4,MISS,0.00E+00,0.00E+00
78,NAMORUPUTH DISP,3188,RIFT VALLEY,TURKANA,TURKWEL,LORUGUM,LORUGUM,4,MISS,2.80153,35.1851
79,NANAM DISP,2159,RIFT VALLEY,TURKANA,LOKICHOGGIO,NANAM,NANAM,4,MISS,4.23528,34.6506
80,NAPUSMORU DISP,4296,RIFT VALLEY,TURKANA,LOKICHAR,LOCHWANGAMATAK,NAPUSIMORU,4,MISS,2.791269,35.757268
83,NATIRA DISP,3052,RIFT VALLEY,TURKANA,OROPOI,KALOBEYEI,NATIRA,4,MISS,3.814225,34.587029
84,OROPOI DISP,2160,RIFT VALLEY,TURKANA,OROPOI,KALOBEYEI,OROPOI,4,MISS,3.81982,34.3801
85,SONGOT DISP,0,RIFT VALLEY,TURKANA,LOKICHOGGIO,LOTETELEITIT,LOREMEIT,4,NGO,4.10864,34.3471
86,TODONYANG DISP,4295,RIFT VALLEY,TURKANA,LAPUR,KOKURO,TODONYANG,4,MISS,4.592236,35.90691
87,TURKWEL DISP,2161,RIFT VALLEY,TURKANA,TURKWEL,LORUGUM,TURKWEL,4,MOH,2.98245,35.466
3,ASURURIET S.D.A DISP,4858,RIFT VALLEY,UASIN GISHU,AINABKOI,OLARE,KAPKENO,4,MISS,0.231127,35.4565
4,BONSOMBE DISP,0,RIFT VALLEY,UASIN GISHU,SOY,KOISAGAT,BARSOMBE,4,MOH,0.892526,35.3301
8,CENGALO DISP,1874,RIFT VALLEY,UASIN GISHU,KESSES,OL'LEINGUSE,LEINGUSE,4,MOH,0.140206,35.3826
9,CHEBURBUI DISP,1875,RIFT VALLEY,UASIN GISHU,MOIBEN,KIMONING,CHEBURBUR,4,MOH,0.62114,35.4321
10,CHEMBULET DISP,0,RIFT VALLEY,UASIN GISHU,MOIBEN,SERGOIT,CHEPKOILEL,4,MOH,0.666733,35.4175
13,CHEPSAITA DISP PROPOSED,4875,RIFT VALLEY,UASIN GISHU,TURBO,NGENYILEL,CHEPSAITA,4,MOH,0.571652,34.8947
14,CHEPYAKWAI DISP,2974,RIFT VALLEY,UASIN GISHU,KAPSARET,NGERIA,KAPLELACHKAPSARET,4,MISS,0.348074,35.2391
15,CHUIROT DISP,4404,RIFT VALLEY,UASIN GISHU,SOY,KIPLOMBE,KUINET,4,MOH,0.64214,35.3014
16,CHUIYAT DISP,0,RIFT VALLEY,UASIN GISHU,KESSES,TULWET,TULWETUG,4,MOH,0.255207,35.3392
17,CHUKURA DISP,4863,RIFT VALLEY,UASIN GISHU,SOY,MOI'S BRIDGE,MATUNDAUGISHU,4,MOH,0.856108,35.1553
20,ELGEYO BORDER DISP,1878,RIFT VALLEY,UASIN GISHU,MOIBEN,TEMBELIO,TUIYO LUK,4,MOH,0.548374,35.4175
21,ELGEYO DISP,3097,RIFT VALLEY,UASIN GISHU,MOIBEN,TEMBELIO,ELEGEYO BORDER,4,MOH,0.54321,35.4421
24,KAPNGETUNY DISP,1881,RIFT VALLEY,UASIN GISHU,AINABKOI,KAPNGE'TUNY,SILIBOI,4,MOH,0.136848,35.5705
25,KAPSAOS DISP,3982,RIFT VALLEY,UASIN GISHU,TURBO,KAPYEMIT,KAPSAOSUGISHU,4,MOH,0.58341,35.2441
26,KAPSARET DISP,1883,RIFT VALLEY,UASIN GISHU,KAPSARET,KAPSARET,LEMOK,4,MOH,0.49231,35.1742
27,KAPTAT DISP,1886,RIFT VALLEY,UASIN GISHU,AINABKOI,KAPTAGAT,TENDWO,4,MOH,0.46241,35.4441
28,KAPTELDON DISP,2966,RIFT VALLEY,UASIN GISHU,KAPSARET,KAPSARET,LEMOK,4,MOH,0.477149,35.2004
29,KARUNA DISP,0,RIFT VALLEY,UASIN GISHU,MOIBEN,KARUNA,SOSIO,4,MOH,0.746853,35.4813
30,KATUIYO DISP,2967,RIFT VALLEY,UASIN GISHU,AINABKOI,KIPKUBUS,SONGICH,4,MOH,0.329864,35.4193
31,KESSES DISP,2968,RIFT VALLEY,UASIN GISHU,KESSES,KESSES,KESSES,4,MOH,0.271595,35.2828
32,KIMONING DISP,4874,RIFT VALLEY,UASIN GISHU,MOIBEN,KIMONING,KAMAUA,4,MOH,0.590255,35.4594
33,KIMOTHON FOREST DISP,1887,RIFT VALLEY,UASIN GISHU,SOY,KIPSOMBA,KAPSANG,4,MOH,0.78463,35.236661
0,ELDORET MUNICIPALITY,0,RIFT VALLEY,UASIN GISHU,,,,4,LA,0.00E+00,0.00E+00
34,KIPKABUS DISP,1889,RIFT VALLEY,UASIN GISHU,AINABKOI,CHEPNG'OROR,KOILUGET,4,MOH,0.266133,35.4794
35,KIPKURERE DISP,1890,RIFT VALLEY,UASIN GISHU,KESSES,TIMBOROA,MATHARU,4,MOH,0.08,35.43
36,KIPLOMBE DISP,1891,RIFT VALLEY,UASIN GISHU,SOY,KIPLOMBE,KIPLOMBEUGISHU,4,MISS,0.629888,35.2189
37,KIPLOMBE DISP,3823,RIFT VALLEY,UASIN GISHU,SOY,KIPLOMBE,KIPLOMBEUGISHU,4,MOH,0.626596,35.223923
38,KIPTOGOT FOREST DISP UASIN GISHU,1892,RIFT VALLEY,UASIN GISHU,MOIBEN,KARUNA,KAPSUBERE,4,MOH,0.76079,35.408313
40,LANGAS BAPTIST DISP,4868,RIFT VALLEY,UASIN GISHU,KAPSARET,SIMAT,SIMATUG,4,MISS,0.497384,35.245448
42,LANGAS RACECOURSE COMMUNITY DISP,0,RIFT VALLEY,UASIN GISHU,KAPSARET,PIONEER,LANGAS,4,MISS,0.497384,35.254477
45,MATUNDA DISP,1895,RIFT VALLEY,UASIN GISHU,SOY,MOI'S BRIDGE,MATUNDAUGISHU,4,MISS,0.845478,35.154164
46,MEIBEKI DISP,4867,RIFT VALLEY,UASIN GISHU,MOIBEN,MEIBEKI,MEIBEKI,4,MOH,0.888884,35.3829
48,MOI'S BRIDGE CATHOLIC DISP,1897,RIFT VALLEY,UASIN GISHU,SOY,MOI'S BRIDGE,MOI'S BRIDGEUGISHU,4,MISS,0.913369,35.136531
49,MOI'S BRIDGE DISP,3617,RIFT VALLEY,UASIN GISHU,SOY,MOI'S BRIDGE,MOI'S BRIDGEUGISHU,4,MOH,0.910735,35.1262
50,NABKOI DISP,1898,RIFT VALLEY,UASIN GISHU,KESSES,OL'LEINGUSE,LEINGUSE,4,MOH,0.094967,35.4521
52,NGENYILEL DISP,4866,RIFT VALLEY,UASIN GISHU,TURBO,NGENYILEL,OSORONGAI,4,MOH,0.564368,34.9748
53,NGERIA DISP,0,RIFT VALLEY,UASIN GISHU,KESSES,MEGUN,SONGOLIETUG,4,MOH,0.384492,35.3247
58,SABOR DISP UASIN GISHU,1906,RIFT VALLEY,UASIN GISHU,AINABKOI,KAPNGE'TUNY,KAPNG'ETUNY,4,MOH,0.17231,35.5641
59,SAMBUT DISP,0,RIFT VALLEY,UASIN GISHU,TURBO,KAMAGUT,LESERU,4,MOH,0.635844,35.1469
60,SEGERO S.D.A DISP,1907,RIFT VALLEY,UASIN GISHU,SOY,SEGERO,SEGERO,4,MISS,0.930765,35.2573
61,SENGALO DISP,3981,RIFT VALLEY,UASIN GISHU,KESSES,TARAKWA,TARAKWAUG,4,MOH,0.28124,35.3941
62,SERGOIT DISP,1908,RIFT VALLEY,UASIN GISHU,MOIBEN,SERGOIT,SERGOITUG,4,MOH,0.69421,35.3521
63,SERGOIT DISP,1910,RIFT VALLEY,UASIN GISHU,MOIBEN,SERGOIT,SERGOITUG,4,MISS,0.69729,35.403018
64,SIRIKWA DISP,3048,RIFT VALLEY,UASIN GISHU,SOY,SIRIKWA,SIRIKWAUG,4,MOH,0.86214,35.2834
66,SOSIANI DISP,0,RIFT VALLEY,UASIN GISHU,TURBO,SUGOI,SOSIANI,4,MISS,0.566903,35.157856
68,TANGASIR DISP,2965,RIFT VALLEY,UASIN GISHU,MOIBEN,MEIBEKI,MEIBEKI,4,MOH,0.923884,35.3919
69,TARAKWA DISP,2963,RIFT VALLEY,UASIN GISHU,SOY,KIPSOMBA,KIPSOMBA,4,MOH,0.75862,35.1929
72,TULWET DISP,1862,RIFT VALLEY,UASIN GISHU,KESSES,TULWET,TULWETUG,4,MOH,0.27412,35.3241
73,TURBO MISSION DISP,1913,RIFT VALLEY,UASIN GISHU,TURBO,TAPSAGOI,TURBO,4,MISS,0.635623,35.0498
75,UHURU DISP,3321,RIFT VALLEY,UASIN GISHU,AINABKOI,KAPTAGAT,TENDWO,4,MOH,0.495567,35.4284
76,ZIWA DISP,2964,RIFT VALLEY,UASIN GISHU,SOY,ZIWA,KEROTET,4,MOH,0.865212,35.2372
2,AIC MAKUTANO DISP,0,RIFT VALLEY,WEST POKOT,KAPENGURIA,MNANGEI,PSIGIRIO,4,MISS,1.22044,35.101471
3,ALALE AIC DISP,2174,RIFT VALLEY,WEST POKOT,ALALE,ALALE,ALALE,4,MISS,2.247847,35.008339
4,AMAKURIAT DISP,2176,RIFT VALLEY,WEST POKOT,ALALE,KALAPATA,KALAPATAWPOKOT,4,MISS,2.32355,35.0309
7,ARPOLO DISP,2177,RIFT VALLEY,WEST POKOT,CHESEGON,LOMUT,PTIASIS,4,MOH,1.37708,35.6136
12,CHEPKOPEGH DISP,4310,RIFT VALLEY,WEST POKOT,CHEPARERIA,CHEPKOPEGH,CHEPKOPEGH,4,MOH,1.44881,35.2211
14,CHEPNYAL DISP,2496,RIFT VALLEY,WEST POKOT,CHEPARERIA,PTOYO,KETYAM,4,MISS,1.63047,35.2826
15,CHESTA DISP,2180,RIFT VALLEY,WEST POKOT,SIGOR,WEI WEI,TAKAR,4,MISS,1.44508,35.5157
16,FAITH HOMES DISP,3989,RIFT VALLEY,WEST POKOT,KAPENGURIA,MNANGEI,PSIGIRIO,4,MISS,1.25,35.09
17,KABICH BICH CATH DISP,2206,RIFT VALLEY,WEST POKOT,LELAN,KAPYOGEN,SIMOTWO,4,MISS,1.23466,35.2738
19,KACHELIBA DISP,2183,RIFT VALLEY,WEST POKOT,KACHELIBA,SUAM,NGENGECHWO,4,MISS,1.53079,35.0104
22,KANYARKWAT DISP,2184,RIFT VALLEY,WEST POKOT,KONGELAI,KANYARKWAT,ADURKOIT,4,MOH,1.31746,34.9172
26,KAPSANGAR DISP,4402,RIFT VALLEY,WEST POKOT,LELAN,KAPTABUK,KAPSANGAR,4,MISS,1.2271,35.3917
28,KAPTABUK DISP WEST POKOT,288,RIFT VALLEY,WEST POKOT,LELAN,CHEBON,CHEBON,4,MOH,1.25318,35.3656
32,KASEI DISP,3042,RIFT VALLEY,WEST POKOT,KASEI,KASEI,KASEI,4,MOH,2.03849,35.1959
34,KAURIONG DISP,366,RIFT VALLEY,WEST POKOT,ALALE,KASES,KAMUNAI,4,MOH,2.2014,35.0925
35,KERINGETI DISP,2361,RIFT VALLEY,WEST POKOT,KAPENGURIA,KERINGET,CHEPTUYA,4,MOH,1.26321,35.0141
37,KIWAWA DISP,2189,RIFT VALLEY,WEST POKOT,ALALE,KIWAWA,CHELOPOI,4,MISS,2.01986,35.0887
38,KODICH DISP,2190,RIFT VALLEY,WEST POKOT,KACHELIBA,KODICH,KARAMERI,4,MOH,1.69102,35.0561
40,KONYAO DISP,2191,RIFT VALLEY,WEST POKOT,KACHELIBA,KAPCHOK,KONYAO,4,MOH,1.80374,35.0486
42,LOMUT DISP,2193,RIFT VALLEY,WEST POKOT,CHESEGON,LOMUT,TOGHOMO,4,MOH,1.408,35.561
44,LOYAPAT DISP,2192,RIFT VALLEY,WEST POKOT,CHESEGON,SEKEROT,AMALER,4,MISS,1.66,35.75
